Ad Fontem,England 1296
Columbel,England 1296
Neubotle,England 1296
Hoppere,England 1296
De Neubotle,England 1296
Le Hoppere,England 1296
Sweyn,England 1296
Euerard,England 1296
Benet,England 1296
Nobelot,England 1296
Ad Cameram,England 1296
Henekoc,England 1296
Cocus,England 1296
Jordan,England 1296
Hoppere,England 1296
Russel,England 1296
Joselyn,England 1296
Palmere,England 1296
Aunfrey,England 1296
Sicling,England 1296
Clericus,England 1296
Aleyn,England 1296
De Skeffington,England 1296
Donel,England 1296
Lewyn,England 1296
Benet,England 1296
Smelling ,England 1296
Godefrey,England 1296
De Neubotle,England 1296
Priouz,England 1296
De Frigesthorp,England 1296
Marescall,England 1296
Wynemer,England 1296
Donel,England 1296
Clergise,England 1296
De Frigesthorp,England 1296
Sicling,England 1296
Gobaud,England 1296
Page,England 1296
De Frigesthorp,England 1296
Godfray,England 1296
Payn,England 1296
De Femmesthorp,England 1296
Femmesthorp,England 1296
Bonde,England 1296
Randolf,England 1296
Ad Fontem,England 1296
De Castr,England 1296
Baldewyn,England 1296
De Riple,England 1296
De Frauncton,England 1296
De Frauncton,England 1296
Bouetheton,England 1296
Bottle,England 1296
Ad Grangiam,England 1296
Lank,England 1296
Fraunkeleyn,England 1296
Godewyn,England 1296
Gille,England 1296
Brid,England 1296
Boner,England 1296
Ad Crucem,England 1296
Dowe,England 1296
Lanke,England 1296
Le  Coluile,England 1296
Fale,England 1296
De Wynge,England 1296
Le Freman,England 1296
De Wynge,England 1296
De Gunthorp,England 1296
Neulond,England 1296
Capellanus,England 1296
De Gunthorp,England 1296
De Egilton,England 1296
Hotoft,England 1296
Aboueyetoun,England 1296
Toly,England 1296
Palmere,England 1296
Ad Aquam,England 1296
Tilere,England 1296
Cissor,England 1296
Le Car,England 1296
Skerhar,England 1296
Erneys,England 1296
Cissor,England 1296
Isele,England 1296
Daneys,England 1296
Wylymot,England 1296
Ad Barram,England 1296
Ad Barram,England 1296
Hounting,England 1296
Scot,England 1296
Ad Crucem,England 1296
Hounting,England 1296
Moriz,England 1296
Neubrid,England 1296
Ad Fontem,England 1296
Cappe,England 1296
Le Freman,England 1296
Capellanus,England 1296
De Clopton,England 1296
Ad Portam,England 1296
Belle,England 1296
Broun,England 1296
Bonde,England 1296
De Cotingham,England 1296
Randolf,England 1296
Ad Fontem,England 1296
Ad Grenam,England 1296
Ad Crucem,England 1296
Aleyn,England 1296
Deping,England 1296
Garre,England 1296
De Normanton,England 1296
Ad Crucem,England 1296
Bonde,England 1296
De Tykencote,England 1296
Terry,England 1296
De Martinesthorp,England 1296
Longeto,England 1296
De Clopton,England 1296
Bonde,England 1296
Alwyn,England 1296
Terri,England 1296
Tegular ,England 1296
Letus,England 1296
De Glaston,England 1296
Forestarius,England 1296
Tegular ,England 1296
Le Tylere,England 1296
Le Porter,England 1296
Coopertor,England 1296
Chaumpeneys,England 1296
Dingel,England 1296
De Berouden,England 1296
Rok,England 1296
Lane,England 1296
Randolf,England 1296
Carby,England 1296
Le Porter,England 1296
Cissor,England 1296
De Clenton,England 1296
Caleye,England 1296
Bretoun,England 1296
De Montefort,England 1296
Scirlok,England 1296
Clericus,England 1296
Hodinel,England 1296
Alberd,England 1296
De Preston,England 1296
Le Waleys,England 1296
Ladde,England 1296
Strongebowe,England 1296
Le Taliour,England 1296
Schute,England 1296
Schute,England 1296
Le Spicer,England 1296
Colman,England 1296
Waleman,England 1296
Tannator,England 1296
Le  Wylde,England 1296
Le Taliour,England 1296
Colman,England 1296
Noreys,England 1296
Le Webistere,England 1296
Colman,England 1296
Bocard,England 1296
Tannator,England 1296
A La Grene,England 1296
De Ketene,England 1296
Freman,England 1296
De Bloston,England 1296
Holewell,England 1296
De Tilton,England 1296
Le Siour,England 1296
Helewyse,England 1296
Le Boyulle,England 1296
Norman,England 1296
De Snelliston,England 1296
Ad Pirum,England 1296
Plauntefolye,England 1296
Daubour,England 1296
Ad Pir,England 1296
Aliet,England 1296
Fraunkeleyn,England 1296
Le Kartere,England 1296
De Weston,England 1296
Le Western,England 1296
Snelgod,England 1296
Slihand,England 1296
Wad,England 1296
De Witewell,England 1296
Fraunchhomme,England 1296
Wade,England 1296
Russel,England 1296
Bacoun,England 1296
Minehache,England 1296
Edroun,England 1296
De Wynge,England 1296
Aldous,England 1296
De Belton,England 1296
De Paunton,England 1296
De Wytilbyr,England 1296
Capellanus,England 1296
Clericus,England 1296
Choune,England 1296
Sebern,England 1296
Louerd,England 1296
De Tawell,England 1296
Le Wyte,England 1296
Pamme,England 1296
Balle,England 1296
Freman,England 1296
Sebern,England 1296
Dinge,England 1296
Gladewyn,England 1296
Knyt,England 1296
Wyteknaue,England 1296
Hod,England 1296
Louerd,England 1296
Rogeri,England 1296
Hanekoc,England 1296
Pauterel,England 1296
De Wympton,England 1296
Stoune,England 1296
Chop,England 1296
De Paunton,England 1296
De Mortuo Mari,England 1296
Hert,England 1296
Eustacii,England 1296
De Manton,England 1296
Erneys,England 1296
Gris,England 1296
Crowe,England 1296
Freman,England 1296
Brountoft,England 1296
Vidua,England 1296
Flaxtop,England 1296
Gladewyn,England 1296
Roger Poufte,England 1296
